County FIPS,Total Population 2055,Affected Population 2055,Total Population 2080,Affected Population 2080,Total Population 2100,Affected Population 2100,
01001,83258.744457,0.000000,99115.844313,0.000000,111818.665022,0.000000,
01003,284213.757603,5872.494455,339847.770932,15873.492164,384354.981594,22257.516653,
01005,35213.847431,0.000000,39665.900978,0.000000,43250.924975,0.000000,
01007,29976.478694,0.000000,33931.332699,0.000000,37106.918684,0.000000,
01009,84649.472139,0.000000,99780.717863,0.000000,111885.714442,0.000000,
01011,11731.837294,0.000000,12258.926173,0.000000,12702.848776,0.000000,
01013,26218.229207,0.000000,29250.291479,0.000000,31704.831487,0.000000,
01015,176950.935629,0.000000,209584.056583,0.000000,235708.188505,0.000000,
01017,44905.169714,0.000000,50774.870667,0.000000,55496.755988,0.000000,
01019,38797.462439,0.000000,45609.509117,0.000000,51059.146459,0.000000,
01021,62291.573320,0.000000,72629.426506,0.000000,80899.709055,0.000000,
01023,18239.094866,0.000000,20704.990238,0.000000,22689.140285,0.000000,
01025,34820.113639,1.555269,39909.065699,4.552972,43985.266073,6.275297,
01027,18243.070225,0.000000,20649.233391,0.000000,22582.309198,0.000000,
01029,20332.561004,0.000000,23307.914454,0.000000,25690.891043,0.000000,
01031,72507.197096,0.000000,85116.110517,0.000000,95211.239628,0.000000,
01033,80505.631058,0.000000,94982.234588,0.000000,106571.798645,0.000000,
01035,15871.934933,0.000000,17428.035133,0.000000,18689.999619,0.000000,
01037,16180.439785,0.000000,18768.806870,0.000000,20845.178279,0.000000,
01039,50355.142939,0.000000,57384.570754,0.000000,63024.464852,0.000000,
01041,16103.618158,0.000000,17397.662663,0.000000,18451.935356,0.000000,
01043,120107.602153,0.000000,142018.326497,0.000000,159549.286368,0.000000,
01045,77262.586132,0.000000,92274.074217,0.000000,104286.332220,0.000000,
01047,59413.081194,0.000000,68308.575667,0.000000,75494.437352,0.000000,
01049,102949.600351,0.000000,120738.236523,0.000000,134976.576249,0.000000,
01051,116192.859592,0.000000,136409.971861,0.000000,152595.173605,0.000000,
01053,53430.054595,0.000000,61855.661131,0.000000,68604.549331,0.000000,
01055,149519.067888,0.000000,174821.823683,0.000000,195111.307695,0.000000,
01057,22768.096706,0.000000,25858.325769,0.000000,28339.817297,0.000000,
01059,44741.342130,0.000000,51974.025895,0.000000,57769.254443,0.000000,
01061,35908.200844,0.000000,41042.560868,0.000000,45162.967424,0.000000,
01063,10633.409075,0.000000,11606.552727,0.000000,12405.375296,0.000000,
01065,19043.406104,0.000000,20946.296257,0.000000,22481.334345,0.000000,
01067,22663.808140,0.000000,25573.677842,0.000000,27913.688853,0.000000,
01069,154883.800625,0.000000,184605.369952,0.000000,208404.335651,0.000000,
01071,77530.499451,0.000000,91063.228431,0.000000,101893.820678,0.000000,
01073,950494.226090,0.000000,1113496.087352,0.000000,1244278.918917,0.000000,
01075,19143.602868,0.000000,21707.751301,0.000000,23766.978299,0.000000,
01077,140093.281476,0.000000,166172.309423,0.000000,187043.591793,0.000000,
01079,48557.642081,0.000000,56555.174122,0.000000,62956.955363,0.000000,
01081,215883.028552,0.000000,258089.671705,0.000000,291867.130729,0.000000,
01083,121503.215356,0.000000,143007.174369,0.000000,160210.341579,0.000000,
01085,14502.272380,0.000000,16400.049173,0.000000,17943.876768,0.000000,
01087,27664.419539,0.000000,31156.826729,0.000000,33971.395173,0.000000,
01089,530775.575147,0.000000,640061.333212,0.000000,727508.934232,0.000000,
01091,26400.932434,0.000000,29507.275633,0.000000,32031.238515,0.000000,
01093,43625.814115,0.000000,50767.120652,0.000000,56489.618575,0.000000,
01095,140060.475284,0.000000,166379.804566,0.000000,187436.784724,0.000000,
01097,637399.909326,6462.459794,762040.709989,13092.626864,861893.988814,16880.018370,
01099,30512.476634,0.042773,34739.527886,0.092032,38130.242870,0.092032,
01101,350173.261632,0.000000,417395.832556,0.000000,471322.576622,0.000000,
01103,185282.345131,0.000000,221788.883415,0.000000,251019.092999,0.000000,
01105,11545.809904,0.000000,12221.288189,0.000000,12795.873948,0.000000,
01107,25176.048425,0.000000,28263.611718,0.000000,30749.822093,0.000000,
01109,43881.809065,0.000000,50004.910903,0.000000,54922.749688,0.000000,
01111,31066.286543,0.000000,35486.099564,0.000000,39033.831507,0.000000,
01113,76734.668177,0.000000,90132.267421,0.000000,100878.006528,0.000000,
01115,125760.914699,0.000000,149295.451852,0.000000,168127.263113,0.000000,
01117,308120.742738,0.000000,370615.328730,0.000000,420616.244101,0.000000,
01119,16138.854370,0.000000,17543.970883,0.000000,18690.126734,0.000000,
01121,118445.640250,0.000000,138686.915761,0.000000,154896.944901,0.000000,
01123,58737.936751,0.000000,68080.876543,0.000000,75565.288207,0.000000,
01125,291707.221325,0.000000,345928.237140,0.000000,389345.347810,0.000000,
01127,94900.985934,0.000000,110421.231785,0.000000,122856.916854,0.000000,
01129,24703.256900,0.251466,28663.010559,0.530696,31831.389151,0.683773,
01131,13814.724571,0.000000,15079.381724,0.000000,16116.541098,0.000000,
01133,35915.569915,0.000000,42405.340866,0.000000,47600.177163,0.000000,
04001,117471.488887,0.000000,142325.432587,0.000000,162207.564123,0.000000,
04003,204167.862224,0.000000,244682.723200,0.000000,277114.253839,0.000000,
04005,215214.981774,0.000000,259486.928091,0.000000,294907.624665,0.000000,
04007,81136.144348,0.000000,96709.142159,0.000000,109192.168569,0.000000,
04009,54575.153884,0.000000,64323.808318,0.000000,72122.731865,0.000000,
04011,11648.597327,0.000000,13443.054181,0.000000,14895.567528,0.000000,
04012,38287.588658,0.000000,47279.682484,0.000000,54473.357545,0.000000,
04013,6195725.779459,0.000000,7508134.007745,0.000000,8558155.630700,0.000000,
04015,325422.443530,0.000000,394527.080242,0.000000,449813.951060,0.000000,
04017,173767.159952,0.000000,209886.776050,0.000000,238792.495069,0.000000,
04019,1590202.264884,0.000000,1929668.597079,0.000000,2201263.512821,0.000000,
04021,555086.619553,0.000000,652682.094089,0.000000,730767.037968,0.000000,
04023,73032.726016,0.000000,87132.259044,0.000000,98413.340859,0.000000,
04025,334132.537293,0.000000,402676.688158,0.000000,457513.813177,0.000000,
04027,327858.143839,0.000000,395817.619648,0.000000,450191.910290,0.000000,
05001,24340.612508,0.000000,27346.729740,0.000000,29769.835365,0.000000,
05003,27878.190854,0.000000,31260.738835,0.000000,33980.014919,0.000000,
05005,67191.493196,0.000000,81413.318469,0.000000,92790.778687,0.000000,
05007,336750.216551,0.000000,401198.403685,0.000000,452760.902647,0.000000,
05009,55450.169948,0.000000,65796.305681,0.000000,74073.214268,0.000000,
05011,13898.786130,0.000000,15200.379247,0.000000,16252.593154,0.000000,
05013,6338.807658,0.000000,6878.606352,0.000000,7313.808353,0.000000,
05015,40239.216887,0.000000,47329.786939,0.000000,53006.009310,0.000000,
05017,12658.578055,0.000000,13287.213689,0.000000,13838.903576,0.000000,
05019,28773.142131,0.000000,31970.573465,0.000000,34529.992636,0.000000,
05021,18965.708858,0.000000,20657.078902,0.000000,22036.325656,0.000000,
05023,39668.456048,0.000000,47348.156781,0.000000,53492.070385,0.000000,
05025,10634.155446,0.000000,11740.408705,0.000000,12629.671931,0.000000,
05027,30077.248149,0.000000,33158.556252,0.000000,35627.447286,0.000000,
05029,28444.844025,0.000000,32423.964189,0.000000,35608.438070,0.000000,
05031,142424.378634,0.000000,167962.499558,0.000000,188421.352211,0.000000,
05033,94349.539439,0.000000,112265.159243,0.000000,126610.013583,0.000000,
05035,70992.083593,0.000000,82438.513677,0.000000,91654.534380,0.000000,
05037,22232.016844,0.000000,24745.386129,0.000000,26784.112761,0.000000,
05039,9490.971348,0.000000,10271.397675,0.000000,10902.935175,0.000000,
05041,15248.070838,0.000000,16662.036738,0.000000,17832.416496,0.000000,
05043,24870.606525,0.000000,28491.537460,0.000000,31402.096296,0.000000,
05045,174183.380903,0.000000,207858.430439,0.000000,234808.237027,0.000000,
05047,24918.341382,0.000000,28659.394404,0.000000,31651.328379,0.000000,
05049,17515.605201,0.000000,20355.010021,0.000000,22626.606097,0.000000,
05051,144934.076064,0.000000,172200.206759,0.000000,194035.428691,0.000000,
05053,26102.138339,0.000000,30674.499696,0.000000,34333.808162,0.000000,
05055,59932.914036,0.000000,69997.208284,0.000000,78070.047315,0.000000,
05057,27887.736776,0.000000,30893.110226,0.000000,33321.249656,0.000000,
05059,47650.849166,0.000000,55934.070121,0.000000,62578.060476,0.000000,
05061,17549.128204,0.000000,19673.913564,0.000000,21383.654217,0.000000,
05063,52746.031684,0.000000,61731.312373,0.000000,68933.875359,0.000000,
05065,18898.529969,0.000000,21770.480021,0.000000,24068.040063,0.000000,
05067,21580.381304,0.000000,23643.394699,0.000000,25325.627564,0.000000,
05069,106368.088830,0.000000,122737.143562,0.000000,135916.866113,0.000000,
05071,35562.176047,0.000000,41069.761691,0.000000,45475.830206,0.000000,
05073,8570.668615,0.000000,9148.450329,0.000000,9625.242244,0.000000,
05075,21771.158733,0.000000,24230.146213,0.000000,26211.911547,0.000000,
05077,9950.477021,0.000000,9831.605916,0.000000,9782.724187,0.000000,
05079,15226.893851,0.000000,15912.028110,0.000000,16476.116065,0.000000,
05081,18076.540819,0.000000,20811.246577,0.000000,23010.889120,0.000000,
05083,29073.117047,0.000000,32840.467812,0.000000,35860.857555,0.000000,
05085,99285.454835,0.000000,116544.643229,0.000000,130376.645839,0.000000,
05087,21257.356604,0.000000,24366.376776,0.000000,26858.485458,0.000000,
05089,24970.338461,0.000000,29570.920108,0.000000,33253.427824,0.000000,
05091,61496.038767,0.000000,71564.204363,0.000000,79650.988521,0.000000,
05093,54976.600985,0.000000,60344.576669,0.000000,64767.550565,0.000000,
05095,9048.265822,0.000000,9642.827417,0.000000,10152.377329,0.000000,
05097,13219.556068,0.000000,15262.479494,0.000000,16896.818236,0.000000,
05099,9407.204165,0.000000,9663.423062,0.000000,9878.143135,0.000000,
05101,11210.481222,0.000000,12800.590628,0.000000,14072.678153,0.000000,
05103,33090.517988,0.000000,37090.759569,0.000000,40302.864848,0.000000,
05105,14798.188759,0.000000,17230.970590,0.000000,19177.253379,0.000000,
05107,24219.379415,0.000000,25900.466864,0.000000,27339.765899,0.000000,
05109,14937.825440,0.000000,16977.009096,0.000000,18609.140020,0.000000,
05111,29670.309050,0.000000,32647.839906,0.000000,35070.875847,0.000000,
05113,29345.016033,0.000000,34163.131756,0.000000,38022.522154,0.000000,
05115,92927.296078,0.000000,110245.477384,0.000000,124102.122306,0.000000,
05117,10266.045338,0.000000,11104.429227,0.000000,11783.073327,0.000000,
05119,598650.286255,0.000000,718848.087404,0.000000,815171.575662,0.000000,
05121,24125.608752,0.000000,27587.253739,0.000000,30359.628246,0.000000,
05123,35221.618829,0.000000,39219.742158,0.000000,42474.656999,0.000000,
05125,168530.531533,0.000000,202575.241141,0.000000,229818.596866,0.000000,
05127,14153.761551,0.000000,15803.428752,0.000000,17124.051189,0.000000,
05129,10299.021316,0.000000,11496.708135,0.000000,12457.069491,0.000000,
05131,186269.832962,0.000000,219977.117529,0.000000,246986.644451,0.000000,
05133,22277.959551,0.000000,25192.140629,0.000000,27527.007618,0.000000,
05135,26708.135268,0.000000,31915.730453,0.000000,36083.324417,0.000000,
05137,18136.439675,0.000000,21287.812645,0.000000,23808.911022,0.000000,
05139,55059.191396,0.000000,62709.779371,0.000000,68884.340111,0.000000,
05141,25277.083714,0.000000,29820.424179,0.000000,33456.470239,0.000000,
05143,310287.832479,0.000000,369395.730418,0.000000,416688.705143,0.000000,
05145,112031.556342,0.000000,131463.041745,0.000000,147017.488982,0.000000,
05147,7072.178816,0.000000,7045.411203,0.000000,7050.170272,0.000000,
05149,30329.429214,0.000000,34840.155482,0.000000,38450.468508,0.000000,
06001,2236851.095991,9225.555428,2638699.743063,20973.291011,2960317.686219,37494.625179,
06003,1932.808618,0.000000,2347.562148,0.000000,2679.364971,0.000000,
06005,57134.438189,0.000000,67739.770683,0.000000,76224.036678,0.000000,
06007,344063.894917,0.000000,413031.422202,0.000000,468207.151493,0.000000,
06009,71846.759505,0.000000,86413.622216,0.000000,98067.112385,0.000000,
06011,30093.649693,0.000000,34862.318130,0.000000,38682.875898,0.000000,
06013,1678285.305434,5132.250884,2028121.322791,10259.735533,2308002.698893,12328.580275,
06015,42431.359695,49.196549,50101.589995,106.541896,56237.774235,146.967985,
06017,295491.358371,0.000000,358602.575572,0.000000,409091.549332,0.000000,
06019,1419734.659039,0.000000,1690588.472169,0.000000,1907389.200724,0.000000,
06021,40342.615984,0.000000,47127.782905,0.000000,52557.131193,0.000000,
06023,197976.930330,3001.751284,232710.238871,6346.800220,260499.628525,9502.581442,
06025,251250.197321,0.000000,293221.491525,0.000000,326850.456285,0.000000,
06027,27454.345149,0.000000,32369.962943,0.000000,36302.457177,0.000000,
06029,1271924.995882,0.000000,1511101.318239,0.000000,1702498.448906,0.000000,
06031,218020.649112,0.000000,253935.724869,0.000000,282689.385746,0.000000,
06033,105537.706710,0.000000,128181.349260,0.000000,146296.263300,0.000000,
06035,47086.860436,0.000000,53542.713181,0.000000,58712.282199,0.000000,
06037,14373857.647003,1411.392700,16894920.383073,6303.679675,18912872.361102,17072.061046,
06039,228463.454928,0.000000,271167.830579,0.000000,305340.439305,0.000000,
06041,398160.785494,25878.786334,478725.990555,50244.074494,543178.251148,60028.988913,
06043,28669.570559,0.000000,34310.490200,0.000000,38823.923168,0.000000,
06045,133838.762247,31.163756,159358.281129,97.405155,179773.896235,139.003193,
06047,390178.737495,0.000000,464625.171129,0.000000,524192.087293,0.000000,
06049,12352.895158,0.000000,13869.003045,0.000000,15083.992626,0.000000,
06051,23627.688681,0.000000,28676.677275,0.000000,32715.868151,0.000000,
06053,653369.691573,973.103741,785068.239966,1844.544398,890439.964132,2596.014562,
06055,212202.056252,1008.327378,254047.781063,2294.521982,287526.116817,2982.461350,
06057,158643.454384,0.000000,191888.385791,0.000000,218491.111386,0.000000,
06059,5084561.791079,15656.745208,6232893.565419,51664.946276,7151572.046399,83999.804540,
06061,546419.114726,0.000000,656055.886558,0.000000,743766.404946,0.000000,
06063,28630.216619,0.000000,33466.839524,0.000000,37336.137847,0.000000,
06065,3490774.569047,0.000000,4214481.381075,0.000000,4793482.153902,0.000000,
06067,2282065.644074,0.000000,2761437.910823,0.000000,3144987.587173,0.000000,
06069,86752.465993,0.000000,104023.400344,0.000000,117843.192212,0.000000,
06071,3272206.270169,0.000000,3960711.758173,0.000000,4511555.746219,0.000000,
06073,5045849.669940,5980.754439,6123024.343381,11971.572745,6984825.521134,22035.243501,
06075,984254.497858,321.628271,1082854.257139,1577.332301,1161778.883195,3270.253086,
06077,1045104.512680,0.000000,1244730.324771,0.000000,1404482.181159,0.000000,
06079,429921.968841,300.967469,518372.130046,639.922429,589133.200501,1281.260818,
06081,1127337.351190,9571.753726,1353807.308034,15663.418834,1534987.590872,43291.060855,
06083,675243.161985,417.055038,814237.942117,1550.249394,925433.766222,2099.060163,
06085,2939651.423762,13763.177305,3579914.493322,20034.289767,4092152.099795,31842.881422,
06087,403664.446618,267.930572,481930.026849,487.112242,544542.491034,742.224213,
06089,286799.099253,0.000000,347411.424551,0.000000,395900.773256,0.000000,
06091,4231.506394,0.000000,4805.246945,0.000000,5264.239386,0.000000,
06093,64295.867524,0.000000,75100.267864,0.000000,83752.066237,0.000000,
06095,661865.186670,6775.855137,800172.862220,14021.729363,910827.510506,17258.681049,
06097,776507.623290,502.539278,938800.284970,1033.447965,1068634.953616,1110.900262,
06099,806693.533642,0.000000,968606.875604,0.000000,1098145.035907,0.000000,
06101,145610.467528,0.000000,173748.805841,0.000000,196261.953199,0.000000,
06103,98201.297509,0.000000,117592.537885,0.000000,133108.414262,0.000000,
06105,21337.329183,0.000000,25518.316011,0.000000,28863.105473,0.000000,
06107,660050.110362,0.000000,780886.658660,0.000000,877597.546035,0.000000,
06109,86003.788946,0.000000,103179.368211,0.000000,116919.831623,0.000000,
06111,1366329.202510,642.841067,1665994.506525,1057.937551,1905733.427197,1685.739267,
06113,315296.345264,0.000000,378665.762147,0.000000,429361.573879,0.000000,
06115,110344.588324,0.000000,131421.306469,0.000000,148292.759403,0.000000,
08001,723245.838820,0.000000,879626.988795,0.000000,1004731.908774,0.000000,
08003,21437.001688,0.000000,24802.069387,0.000000,27497.620890,0.000000,
08005,956310.445838,0.000000,1168441.690188,0.000000,1338149.555049,0.000000,
08007,18662.055964,0.000000,22317.179050,0.000000,25241.277519,0.000000,
08009,4035.716892,0.000000,4184.151886,0.000000,4305.501975,0.000000,
08011,6612.006465,0.000000,6702.953802,0.000000,6786.089707,0.000000,
08013,484163.035559,0.000000,588869.326649,0.000000,672634.130036,0.000000,
08014,76883.393141,0.000000,88489.664829,0.000000,97774.682179,0.000000,
08015,25501.801345,0.000000,29791.229088,0.000000,33224.703996,0.000000,
08017,1913.699323,0.000000,1968.333766,0.000000,2012.838197,0.000000,
08019,13600.717778,0.000000,16115.443008,0.000000,18127.223191,0.000000,
08021,10109.311967,0.000000,11018.618807,0.000000,11746.064280,0.000000,
08023,4281.464656,0.000000,4708.187567,0.000000,5052.494763,0.000000,
08025,5843.445743,0.000000,5859.810150,0.000000,5874.298268,0.000000,
08027,6297.812319,0.000000,7429.254240,0.000000,8334.407776,0.000000,
08029,44018.126244,0.000000,51181.011141,0.000000,56911.319058,0.000000,
08031,854480.332127,0.000000,993879.501968,0.000000,1105608.348106,0.000000,
08033,2730.299372,0.000000,3085.890648,0.000000,3370.363669,0.000000,
08035,446259.462828,0.000000,535152.018838,0.000000,606266.063646,0.000000,
08037,84913.765179,0.000000,102309.475068,0.000000,116226.042979,0.000000,
08039,35429.652372,0.000000,42297.018986,0.000000,47790.912278,0.000000,
08041,998135.679743,0.000000,1206777.890261,0.000000,1373698.318303,0.000000,
08043,65768.200342,0.000000,76232.170691,0.000000,84607.890169,0.000000,
08045,86225.824789,0.000000,102898.069327,0.000000,116235.864957,0.000000,
08047,8149.786225,0.000000,9639.271224,0.000000,10831.533507,0.000000,
08049,23376.674945,0.000000,28086.575047,0.000000,31854.495128,0.000000,
08051,22277.726407,0.000000,26228.862419,0.000000,29389.771228,0.000000,
08053,1320.497427,0.000000,1585.773775,0.000000,1797.994854,0.000000,
08055,7528.322237,0.000000,8124.395456,0.000000,8615.999509,0.000000,
08057,1692.650842,0.000000,1873.917614,0.000000,2018.931031,0.000000,
08059,900918.517018,0.000000,1104518.498119,0.000000,1267398.866226,0.000000,
08061,1346.770469,0.000000,1330.679402,0.000000,1321.714326,0.000000,
08063,10182.720802,0.000000,11233.501347,0.000000,12077.229752,0.000000,
08065,9754.784726,0.000000,11118.930970,0.000000,12212.786937,0.000000,
08067,78282.247394,0.000000,93127.155559,0.000000,105006.904278,0.000000,
08069,476993.638905,0.000000,574750.411366,0.000000,652963.955676,0.000000,
08071,16338.244877,0.000000,16920.568841,0.000000,17415.408450,0.000000,
08073,6288.063114,0.000000,6755.234800,0.000000,7131.445800,0.000000,
08075,28417.656412,0.000000,31647.248685,0.000000,34239.283651,0.000000,
08077,224850.800194,0.000000,268252.264931,0.000000,302978.581477,0.000000,
08079,974.045557,0.000000,1119.626422,0.000000,1236.091115,0.000000,
08081,21019.159793,0.000000,25046.136380,0.000000,28267.717649,0.000000,
08083,38556.911672,0.000000,45763.464335,0.000000,51528.706465,0.000000,
08085,60846.395427,0.000000,71609.804855,0.000000,80222.438456,0.000000,
08087,38778.450071,0.000000,44656.027024,0.000000,49361.921202,0.000000,
08089,22202.318827,0.000000,24061.065955,0.000000,25560.299461,0.000000,
08091,6468.462653,0.000000,7598.620458,0.000000,8502.746703,0.000000,
08093,26918.224327,0.000000,32462.516462,0.000000,36897.950170,0.000000,
08095,5308.881732,0.000000,5784.741863,0.000000,6166.114680,0.000000,
08097,28624.811234,0.000000,35006.964693,0.000000,40112.687460,0.000000,
08099,16116.062031,0.000000,18114.184039,0.000000,19719.859066,0.000000,
08101,231009.157789,0.000000,270904.596729,0.000000,302835.112280,0.000000,
08103,9383.924125,0.000000,10855.516769,0.000000,12032.790885,0.000000,
08105,15620.561147,0.000000,17590.499170,0.000000,19171.569075,0.000000,
08107,35935.359157,0.000000,42379.025306,0.000000,47536.036781,0.000000,
08109,7924.390072,0.000000,8873.273334,0.000000,9632.379943,0.000000,
08111,857.552934,0.000000,945.637897,0.000000,1016.105867,0.000000,
08113,11216.119553,0.000000,13298.103162,0.000000,14963.690050,0.000000,
08115,2369.616505,0.000000,2376.851267,0.000000,2385.978153,0.000000,
08117,47996.450729,0.000000,58700.461388,0.000000,67263.669915,0.000000,
08119,37068.879209,0.000000,44775.167098,0.000000,50943.562608,0.000000,
08121,4827.600138,0.000000,4860.742294,0.000000,4889.592599,0.000000,
08123,374154.680360,0.000000,441396.566551,0.000000,495198.301307,0.000000,
08125,12112.692544,0.000000,13273.717134,0.000000,14211.485455,0.000000,
09001,1319757.232875,4051.475776,1543496.161367,10275.181970,1722521.328893,17942.690696,
09003,1294520.431209,96.315546,1516562.329749,189.979870,1694234.232521,324.071763,
09005,278296.444091,0.000000,327256.087342,0.000000,366425.057505,0.000000,
09007,249667.112694,4300.737899,296309.981126,6415.840615,333624.429547,8719.509906,
09009,1221825.823594,7077.778699,1421402.733282,12663.594996,1581168.131769,19565.213491,
09011,400453.363063,2066.314071,470244.299269,3732.731381,526083.386695,5624.548743,
09013,230627.441529,0.000000,273687.297855,0.000000,308135.182916,0.000000,
09015,169085.772667,0.000000,197299.634056,0.000000,219872.280771,0.000000,
10001,246946.212711,3534.291479,293996.540735,5092.628367,331636.803154,7972.486824,
10003,821391.747256,8302.970618,978437.361364,11281.025860,1104160.137858,16242.725136,
10005,294720.362898,12126.465396,349249.355926,17907.093237,392878.054494,30871.487362,
12001,393027.461446,0.000000,473840.836643,0.000000,538497.214168,0.000000,
12003,40828.924448,0.000000,48436.283964,0.000000,54522.171577,0.000000,
12005,269781.512183,5657.235391,325509.327957,12868.182947,370091.580577,19882.559901,
12007,41007.232482,0.000000,47969.670819,0.000000,53539.621489,0.000000,
12009,900513.579845,14503.813555,1099277.736221,28687.180897,1258289.061321,46540.632510,
12011,2972497.455522,10896.035986,3652454.840914,34360.632806,4196420.749228,101393.210269,
12013,20281.206914,0.000000,23416.262146,0.000000,25924.306331,0.000000,
12015,267806.614840,10740.805616,327540.148535,20871.056535,375326.975491,33653.397968,
12017,234632.499805,3220.688288,286604.052521,6636.975894,328181.294694,10059.835917,
12019,308079.039064,4235.009438,373077.990514,7667.016969,425077.151675,11830.105859,
12021,515870.607959,12294.993746,626341.822547,24969.210791,714718.794218,40306.441739,
12023,102721.638839,0.000000,122215.421148,0.000000,137812.909537,0.000000,
12027,53815.405520,5.745799,64144.665341,16.121011,72409.122283,16.121011,
12029,25667.523094,308.584484,30664.310629,550.418530,34661.740657,954.966504,
12031,1349589.663559,29337.018425,1619629.674959,44900.080275,1835812.103661,63594.434848,
12033,466782.819917,6735.062827,560792.203194,11321.611550,636040.806068,15389.108905,
12035,145804.318779,2394.348100,173968.154488,4585.894776,196499.223056,7773.702944,
12037,16342.815833,1569.076558,19016.622752,2999.236138,21156.933088,3841.426677,
12039,65791.078310,0.000000,76473.689905,0.000000,85026.282108,0.000000,
12041,26044.390344,32.325720,31092.420278,61.125439,35130.844226,150.669089,
12043,19620.052109,0.000000,23373.970402,0.000000,26376.617853,0.000000,
12045,21350.311543,578.840477,24415.796742,1074.274106,26867.265480,1489.262104,
12047,19110.559486,0.000000,21519.038197,0.000000,23445.982688,0.000000,
12049,40968.072165,0.000000,48369.522679,0.000000,54290.683089,0.000000,
12051,61581.735109,0.000000,74129.143669,0.000000,84167.070518,0.000000,
12053,283890.722107,2352.048018,345630.662363,4663.126036,395022.614567,7665.078299,
12055,163472.209657,0.000000,199457.638879,0.000000,228245.982256,0.000000,
12057,1956145.604778,7722.494185,2359449.999485,19736.928605,2682248.649156,33324.655227,
12059,27797.487317,0.000000,32199.794606,0.000000,35725.962399,0.000000,
12061,223645.848627,4391.631629,271195.815763,10544.272630,309235.789472,15167.759864,
12063,66769.444612,0.000000,76356.972467,0.000000,84041.591167,0.000000,
12065,19498.177739,45.673689,22152.717906,74.867192,24278.191504,104.397050,
12067,11921.640246,0.855995,13563.277525,1.028387,14876.587348,1.028387,
12069,465942.393633,70.667623,559914.497811,92.823994,635096.910458,95.595291,
12071,989349.501313,25401.904644,1195909.680187,57504.889939,1361157.823286,85450.002465,
12073,442729.071984,0.000000,535153.058511,0.000000,609093.162712,0.000000,
12075,63668.728729,1009.551057,76420.471337,1545.403962,86621.865424,2020.364934,
12077,11508.509358,14.233801,13297.622162,21.354098,14728.912406,27.028368,
12079,25720.336478,0.000000,29333.646965,0.000000,32232.996288,0.000000,
12081,518592.357780,12081.556308,628027.597345,27604.650032,715577.783717,44394.592939,
12083,533264.800726,7.150443,645150.211235,9.088125,734663.537614,11.669592,
12085,242283.190440,6601.611487,295856.512490,10727.675113,338715.170130,14178.529371,
12086,3989597.574196,26010.838893,4820833.107579,79546.089964,5485848.365250,234803.690109,
12087,119877.074580,25621.884593,145841.637236,47853.795326,166613.287360,89754.409314,
12089,114885.148390,4936.939907,138137.295708,7279.138255,156739.013563,10653.829567,
12091,296624.273792,5088.413943,360403.349314,8673.243584,411426.609731,11293.902316,
12093,68011.350102,0.000000,82691.197264,0.000000,94435.074994,0.000000,
12095,1835832.909377,0.000000,2214450.404942,0.000000,2517351.640313,0.000000,
12097,432711.793295,0.000000,519176.899295,0.000000,588348.984095,0.000000,
12099,2167022.161501,4780.291799,2640785.752285,10588.935467,3019820.368623,26231.790769,
12101,766392.566432,6898.626103,933667.392204,18780.561127,1067487.252823,29824.548971,
12103,1523749.488099,25696.056108,1860486.435543,48719.540562,2129934.598228,103677.770812,
12105,959213.631996,0.000000,1157174.213971,0.000000,1315552.221677,0.000000,
12107,119539.252497,3776.517652,144442.496597,5220.840535,164369.077397,6433.053109,
12109,291683.365259,7286.369332,348596.131918,12709.023623,394144.122251,41737.086843,
12111,442350.639315,8933.954664,533609.417353,14277.272930,606616.439784,17582.498999,
12113,239389.829890,5290.286040,288323.373382,10982.628869,327470.208175,15373.632549,
12115,620918.672219,4753.540027,755441.333007,12334.152767,863059.461637,24495.337427,
12117,703417.043356,265.889729,858703.617034,364.836247,982939.516086,421.095950,
12119,138011.007977,0.000000,162125.487409,0.000000,181417.454477,0.000000,
12121,62966.356343,0.000000,74789.882506,0.000000,84265.201382,0.000000,
12123,31434.375554,544.552800,36452.987180,967.443647,40468.519434,1328.622803,
12125,20639.591596,0.000000,23477.560028,0.000000,25749.843604,0.000000,
12127,798841.085875,27385.035806,968024.778899,40642.923161,1103377.154852,58264.152819,
12129,46680.629270,2209.884538,55382.029683,3903.242423,62343.150013,5413.611055,
12131,82376.204117,1352.263138,97948.839391,4195.269944,110414.154491,5642.552608,
12133,35999.505428,40.170814,42145.041299,138.426687,47067.492226,197.773170,
13001,26552.076436,0.000000,31132.894069,0.000000,34801.441897,0.000000,
13003,11125.726604,0.000000,12661.190631,0.000000,13889.561853,0.000000,
13005,15459.960009,0.000000,17883.934514,0.000000,19823.471513,0.000000,
13007,3915.090225,0.000000,4213.293871,0.000000,4461.266836,0.000000,
13009,67982.345723,0.000000,80510.586830,0.000000,90541.658912,0.000000,
13011,26840.476429,0.000000,31526.813696,0.000000,35275.883509,0.000000,
13013,104898.724942,0.000000,124637.781006,0.000000,140429.025858,0.000000,
13015,152699.903950,0.000000,181778.531129,0.000000,205052.306405,0.000000,
13017,24533.337242,0.000000,28391.645352,0.000000,31483.025803,0.000000,
13019,26410.673089,0.000000,30371.441405,0.000000,33540.056058,0.000000,
13021,230827.043286,0.000000,272786.351666,0.000000,306428.964791,0.000000,
13023,17473.383501,0.000000,19951.650278,0.000000,21937.468016,0.000000,
